Segment_ID,Source_Document,Document_Title,Document_Type,Is_Thematic,Primary_Construct,Sub_Dimension_Code,Confidence_Score,Emotional_Tone,Valence,Matched_Indicators,Verbatim_Quote
download.htm.html_P014,download.htm.html,Adventurous Kate,blog,False,General Travel Narrative,Descriptive / Contextual,0.0312,Reflective / Neutral,Neutral,,Travel Safety: Always Consider the Source
download.htm.html_P015,download.htm.html,Adventurous Kate,blog,False,General Travel Narrative,Descriptive / Contextual,0.0718,Reflective / Neutral,Neutral,,Solo Female Travel in New Orleans: How to Stay Safe and Have Fun!
download.htm.html_P016,download.htm.html,Adventurous Kate,blog,False,General Travel Narrative,Descriptive / Contextual,0.0,Reflective / Neutral,Neutral,,"14 Reasons Why I’m Smitten with Asheville, North Carolina"
download.htm.html_P017,download.htm.html,Adventurous Kate,blog,False,General Travel Narrative,Descriptive / Contextual,0.0,Reflective / Neutral,Neutral,,How to Spend Three Days in Savannah
Honest Safety Advice for Traveling Alone as a Woman.html_P001,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0,Reflective / Neutral,Neutral,,"Last updated on October 7, 2024 by Shannon"
Honest Safety Advice for Traveling Alone as a Woman.html_P002,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0651,Reflective / Neutral,Neutral,,Concerns about my safety on the road plagued those who love and care about me when I first announced my plan to travel solo around the world as a single woman.
Honest Safety Advice for Traveling Alone as a Woman.html_P003,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0306,Reflective / Neutral,Neutral,,Long-term travel is still an uncommon practice in the United States (compared to Europe and Australia) so perhaps the chief issue I dealt with was the fact that most of my friends had never heard of someone taking a round the world trip.
Honest Safety Advice for Traveling Alone as a Woman.html_P004,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0585,Reflective / Neutral,Neutral,,Top that with media portrayals of other countries and you might think every country outside the United States is fraught with peril at every corner.
Honest Safety Advice for Traveling Alone as a Woman.html_P005,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0,Reflective / Neutral,Neutral,,But let’s dig a little deeper.
Honest Safety Advice for Traveling Alone as a Woman.html_P006,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0878,Reflective / Neutral,Neutral,,Is it Safe to Travel Alone as a Woman? The Reality of Solo Female Travel
Honest Safety Advice for Traveling Alone as a Woman.html_P007,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0288,Vulnerability & Fear,Negative,,"I have not found these fears to pan out on the road these past years, but in my early days of planning, their fears became my fears and the entire situation caused, to-date, the only anxiety attacks I have ever had."
Honest Safety Advice for Traveling Alone as a Woman.html_P008,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0462,Reflective / Neutral,Neutral,,"It was the solo aspect more than the safety when I first left (in the throes of the naïveté of my mid-twenties), but both fears were present during that first year. Before I left, my solo fears circled around the idea of loneliness, but safety is the biggie that gets thrown in my face most often, then as well as now, when I announce new places I will visit."
Honest Safety Advice for Traveling Alone as a Woman.html_P009,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Social Constraints,Patriarchal Gaze & Cultural Norms,0.454,Reflective / Neutral,Neutral,gender inequality,"I am a young solo female and thus pretty much lowest on the totem pole in terms of the types of travelers. Couples have safety in numbers and male solo travelers have an easier go of it in terms of world-wide gender inequality issues, a fact not up for debate—it’s just different for a solo man."
Honest Safety Advice for Traveling Alone as a Woman.html_P010,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0713,Reflective / Neutral,Neutral,,"So, I’d like to take a look at the different elements of safety on the road—it’s broad topic in regards to travel, and most travelers I know have, at one time or another, dealt with safety fears related to: health, physical safety, and risky activities."
Honest Safety Advice for Traveling Alone as a Woman.html_P011,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0283,Reflective / Neutral,Neutral,,"Health is a topic for another day; today I’m focusing on physical safety fears that I could have let overcome my desire to travel the world. These are fears that I still consciously choose to overcome each time I leave because it’s not a one-shot deal . . . the nature of some fears is that they are solved for a time and place, but not in general."
Honest Safety Advice for Traveling Alone as a Woman.html_P012,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Perceived Safety,Subjective Security vs. Vulnerability,0.1955,Vulnerability & Fear,Negative,fear,"I travel, but it does not mean that I don’t harbor fear; fear is a part of the human experience and evolutionary wise it was needed for survival. Now though, a lot of what triggers fears on the evolutionary scale are no longer valid (it’s unlikely a cougar will stalk me down a city street at night) but they are vestiges of being human, so let’s understand and address the main fears, one by one."
Honest Safety Advice for Traveling Alone as a Woman.html_P013,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0256,Reflective / Neutral,Neutral,,What Does Travel Safety Really Mean?
Honest Safety Advice for Traveling Alone as a Woman.html_P014,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0131,Reflective / Neutral,Neutral,,I have only increased my safety by traveling rather than simply staying home. I now have a greater breadth of experience and knowledge to draw upon when assessing uncertain situations.
Honest Safety Advice for Traveling Alone as a Woman.html_P015,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0131,Reflective / Neutral,Neutral,,I have only increased my safety by traveling rather than simply staying home. I now have a greater breadth of experience and knowledge to draw upon when assessing uncertain situations.
Honest Safety Advice for Traveling Alone as a Woman.html_P016,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.1138,Reflective / Neutral,Neutral,,On Traveling as a Single Woman Alone
Honest Safety Advice for Traveling Alone as a Woman.html_P017,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Perceived Safety,Subjective Security vs. Vulnerability,0.2201,Vulnerability & Fear,Negative,fear,If we boil down the core fear for solo women it’s rape. And I can’t downplay that; it’s a fear I share and it’s the main differentiating part of traveling as a solo woman—it’s my fear and the fear of every person who raises their eyebrow when I share that I travel solo.
Honest Safety Advice for Traveling Alone as a Woman.html_P018,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0828,Reflective / Neutral,Neutral,,"My best friend’s mother heartily disapproves of my travels. And though it often concerns the places I choose to visit (U.S. media does not treat Mexico well in the news), she has known me since I was in high school and she genuinely fears for my safety; she fears that something truly devastating will happen."
Honest Safety Advice for Traveling Alone as a Woman.html_P019,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.1129,Reflective / Neutral,Neutral,,"And for my family, my dad puts a lot of trust in my judgment because he seldom mentions the core dangers. He emails me travel warnings and keeps me updated on conflicts in areas nearby my travel route—so I know he’s concerned—but he trusts me treat my own life with care, and that’s the main advice I usually email to other travels: respect your own life."
Honest Safety Advice for Traveling Alone as a Woman.html_P020,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0686,Reflective / Neutral,Neutral,,"I take precautions and steps to mitigate the chances I am in a bad situation; I choose hostels in safe areas; I stay sober, and I stay aware."
Honest Safety Advice for Traveling Alone as a Woman.html_P021,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0324,Vulnerability & Fear,Negative,,"There are more practical actions too, and I share more at the end of this post. Beyond that, I can’t stop random acts of violence on the road any more than I can at home—and the rape/homicide rates in many U.S. cities prove that home is dangerous, too."
Honest Safety Advice for Traveling Alone as a Woman.html_P022,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Physical Constraints,Sexual Harassment & Unwanted Attention,0.2818,Reflective / Neutral,Neutral,harassment,"Safety as a solo female traveler also involves discussing sexual harassment. Female readers have asked over the years if I’ve ever feared for my safety, if I’ve had negative experiences on the road."
Honest Safety Advice for Traveling Alone as a Woman.html_P023,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0314,Reflective / Neutral,Neutral,,"I’m always tempted to write back that I’m lucky nothing terrible has happened to me, but that statement just pisses me off because it shouldn’t come down to luck. As a woman, I shouldn’t have to hope and pray that a man doesn’t decide to harm me, but it’s the state of the world."
Honest Safety Advice for Traveling Alone as a Woman.html_P024,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0666,Reflective / Neutral,Neutral,,Let’s look at that idea more closely: Safety for female travelers comes down to luck and not preparation alone.
Honest Safety Advice for Traveling Alone as a Woman.html_P025,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Perceived Safety,Subjective Security vs. Vulnerability,0.4424,Calculated Caution & Vigilance,Protective,"avoided, sense of security","Anyone who says that they avoided issues on the road “because they were prepared,” or because they did “all the right things,” imply a false sense of security. Plus it’s an insult to any woman who has been harmed while traveling—citing preparation as the sole reason for safety does a grave disservice to the facts."
Honest Safety Advice for Traveling Alone as a Woman.html_P026,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.04,Reflective / Neutral,Neutral,,Violence against women is an epidemic.
Honest Safety Advice for Traveling Alone as a Woman.html_P027,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0296,Reflective / Neutral,Neutral,,"It’s a problem in the U.S., and a problem in many countries I visit. I can take steps to minimize my exposure to risk when traveling, but I can’t change the nature of the world—this ready violence against women. No one can plan against the sheer ill-luck of being in the wrong place at the wrong time."
Honest Safety Advice for Traveling Alone as a Woman.html_P028,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Physical Constraints,Sexual Harassment & Unwanted Attention,0.21,Reflective / Neutral,Neutral,groped,"For the sake of transparency on this issue, I have been aggressively groped three times in my life. Each time I was disappointed and mad, and (luckily) none were to the point that I feared it would go further. Each incident reminded me that the way society sees women has a long way to go in a lot of places in the world, my own country included."
Honest Safety Advice for Traveling Alone as a Woman.html_P029,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Constraint Negotiation & Coping Strategies,Spatial & Temporal Planning,0.1957,Reflective / Neutral,Neutral,daylight,"In 15+ years as a solo female traveler, I have experienced only two incidences of clear violence against me. One was in broad daylight during a festival in India and another in Jordan, also during the day. The third incident happened before I left to travel, at a bar in Los Angeles, and of the three it was the most aggressive, invasive, and left me feeling the worst—and it was in a crowded bar with my friends nearby."
Honest Safety Advice for Traveling Alone as a Woman.html_P030,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Perceived Safety,Subjective Security vs. Vulnerability,0.1866,Vulnerability & Fear,Negative,fear,"I didn’t write about these incidences at the time not out of fear, shame, or covering anything up, but rather because they did not define my travel experiences in Jordan or India, or in LA. And I wasn’t solo for any of them."
Honest Safety Advice for Traveling Alone as a Woman.html_P031,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Physical Constraints,Sexual Harassment & Unwanted Attention,0.2376,Reflective / Neutral,Neutral,harassment,"In fact, in all three instances I had men and friends nearby and it didn’t stop the harassment. Three continents, three entirely different cultures, and yet similar attitudes toward women created that shared experience . . . more a statement on the way women are treated the world over rather than on travel, specifically."
Honest Safety Advice for Traveling Alone as a Woman.html_P032,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0381,Reflective / Neutral,Neutral,,"I can’t say that nothing will befall female travelers, but I can say that it is not the norm. Truly. Kindness the world over has been the baseline of my experiences all over the world, but it’s hard to combat that when the random acts of violence against women are highlighted more prominently in global media."
Honest Safety Advice for Traveling Alone as a Woman.html_P033,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0215,Reflective / Neutral,Neutral,,"I know that if something happens to me—and there is that chance—that it will likely be random, and it will be poor timing: wrong place, wrong time. And it could just as likely happen during my time in the U.S. as in the places I travel."
Honest Safety Advice for Traveling Alone as a Woman.html_P034,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Perceived Safety,Subjective Security vs. Vulnerability,0.1832,Vulnerability & Fear,Negative,fear,"I can’t live from a place of fear. I travel with self-defined policies, agreements I have made with myself to lessen my exposure to risky situations. Beyond that, I put my trust in the world. It may fail me, but that is a risk I have consciously chosen."
Honest Safety Advice for Traveling Alone as a Woman.html_P036,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0457,Calculated Caution & Vigilance,Protective,,"There is no one-size rule. Life, and travel, is about constantly assessing a situation, making predictions, observations, and acting based on those assessments. Sometimes the assessments are off and I make a bad choice. But it is an absolute fact that traveling has greatly increased my ability to size up a situation and a person and make an accurate judgment."
Honest Safety Advice for Traveling Alone as a Woman.html_P037,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0253,Reflective / Neutral,Neutral,,"In talking to people from all walks of life—all cultures, backgrounds, attitudes—I have created a book of knowledge that I add to whenever I encounter something new."
Honest Safety Advice for Traveling Alone as a Woman.html_P038,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0207,Reflective / Neutral,Neutral,,"If safety is the topic, then I have only increased my safety by traveling—I have a greater breadth of experience and knowledge that I can draw from when assessing uncertain situations."
Honest Safety Advice for Traveling Alone as a Woman.html_P039,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0542,Reflective / Neutral,Neutral,,"A reader emailed me about taking risks. He heard my story about hiking an active volcano in Guatemala on a podcast and asked: “Something that called my attention was your positive attitude towards risk, so different from mine. [Please share] a few sentences about how you approach risk in your travels, and especially inside your mind.”"
Honest Safety Advice for Traveling Alone as a Woman.html_P040,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0465,Calculated Caution & Vigilance,Protective,,"I am not an adventurous traveler by any stretch—there are those who do all the big, risky, sporty things. For me though, while I try to nudge the boundaries of my comfort zone, there are many things I won’t do that others will. Travel is highly personal, so if you don’t want to hike a volcano then I say don’t do it and stand firm in that decision."
Honest Safety Advice for Traveling Alone as a Woman.html_P041,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Perceived Safety,Subjective Security vs. Vulnerability,0.1912,Vulnerability & Fear,Negative,uncomfortable,"When I was in Belize, just before I traveled through Guatemala, I had a big decision to make and I erred on the side of caution because it made me intensely uncomfortable to do something that some other travelers easily think is okay."
Honest Safety Advice for Traveling Alone as a Woman.html_P042,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0524,Reflective / Neutral,Neutral,,"I was at the blue hole, a popular dive site off the coast of Belize, and I had planned, dreamed, and anticipated diving there for several years. Once I arrived though, I didn’t like the attitudes of the dive companies—many take novice divers down even though it’s a difficult dive."
Honest Safety Advice for Traveling Alone as a Woman.html_P043,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0461,Vulnerability & Fear,Negative,,"The thought of diving that deep made me nervous, and I decided that seeing the caves 140 feet below the water was not worth the risk—I assessed the situation and realized I didn’t care enough about the experience to put myself on what I perceive is a risky dive."
Honest Safety Advice for Traveling Alone as a Woman.html_P044,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0605,Reflective / Neutral,Neutral,,"So I didn’t. Instead I snorkeled nearby, did a couple of shore dives on the reef, and had a perfectly enjoyable time. Other divers may think my decision was silly because thousands of people do that dive without harm, but it didn’t feel right for me. I trusted that feeling and my fears, and I don’t think that’s a bad thing."
Honest Safety Advice for Traveling Alone as a Woman.html_P045,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0495,Reflective / Neutral,Neutral,,"Traveling is highly personal and what one person does, enjoys, or finds interesting another won’t—and the same goes with risk."
Honest Safety Advice for Traveling Alone as a Woman.html_P046,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0839,Reflective / Neutral,Neutral,,Find the travel experience that you think fits you personally and that makes you excited to travel and go do that!
Honest Safety Advice for Traveling Alone as a Woman.html_P047,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0361,Reflective / Neutral,Neutral,,"Travel should excite you and push just at the edge of your comfort zone. That’s how we grow and change—not by necessarily doing outright risky things, but by confronting the small fears that are boxing us in and not allowing us to live the life we want."
Honest Safety Advice for Traveling Alone as a Woman.html_P048,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Perceived Safety,Subjective Security vs. Vulnerability,0.2412,Vulnerability & Fear,Negative,fear,"My fear of that dive made it unsafe for me. It pushed me too far outside my comfort zone, and it’s likely I would have done something dangerous from that fear. I knew it wasn’t a good choice because I wouldn’t have stayed calm, and that could prove fatal while diving that deep, when there’s no margin for error."
Honest Safety Advice for Traveling Alone as a Woman.html_P049,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Perceived Safety,Subjective Security vs. Vulnerability,0.1841,Vulnerability & Fear,Negative,fear,"For me, the balance of facing a fear versus the risks and safety of travel becomes learning what are informed fears—which are based on a truth—and which are instead masking fears of change or fears of challenging the status quo. It can be hard to tell the difference, at first, but there is a big difference in the actions that should result."
Honest Safety Advice for Traveling Alone as a Woman.html_P050,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.1098,Reflective / Neutral,Neutral,,On the Actual Dangers of Solo Travel as a Single Woman
Honest Safety Advice for Traveling Alone as a Woman.html_P051,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0183,Reflective / Neutral,Neutral,,"The very basic fact of it all is that if something serious happens to me on the road it will likely be a transportation based injury—just like at home. Traffic accidents and drowning are far more common the world over than tragedies from these other fears according to the U.S. State Department. Fatal traffic accidents far outweigh death from terrorism, plane crashes, or infectious disease according to the CDC."
Honest Safety Advice for Traveling Alone as a Woman.html_P052,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0709,Reflective / Neutral,Neutral,,"Some chicken bus drivers in Central America are on duty for 24 hours while driving decades-old buses on pothole strewn roads. The rickety buses in India speed over high mountain passes in the dark and careen around curves protected by guard rails held on with scotch-tape and wishful thinking. Rampant corruption in Mexico (and Bali, and India, and . . .) means that no matter your traffic infraction, you can buy your way out of the ticket for less than $100 (and often just $20)."
Honest Safety Advice for Traveling Alone as a Woman.html_P053,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0517,Reflective / Neutral,Neutral,,"And a “Thai tattoo” in Thailand doesn’t refer to getting some ink while high on life—it’s the scabs, scars, and road rash mottling the skin of travelers who have crashed their motorbikes. Something that happens often enough that it has nicknames in every places travelers take this risk (it’s also so common in Bali that it’s called a Bali Kiss)."
Honest Safety Advice for Traveling Alone as a Woman.html_P054,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.031,Reflective / Neutral,Neutral,,"In 2011, I got in a traffic accident in Laos with my niece Ana because I made a riskier decision than I probably should have, and I have several gnarly “Laos tattoos” that I will carry with me for the rest of my life."
Honest Safety Advice for Traveling Alone as a Woman.html_P055,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0,Reflective / Neutral,Neutral,,"Ana came out of the accident unscathed (thank god) but I had a serious muffler burn, went into shock, and limped away with a lot of road rash on my hip, elbow, and knees."
Honest Safety Advice for Traveling Alone as a Woman.html_P056,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0184,Reflective / Neutral,Neutral,,Did you know that fatal traffic accidents in Thailand are the second leading cause of death for U.S. travelers abroad? The first being traffic accidents in Mexico. No joke.
Honest Safety Advice for Traveling Alone as a Woman.html_P057,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0703,Reflective / Neutral,Neutral,,"Now compare this to the dialogue from people each time I leave for Mexico or Thailand. I hear about the drug cartels in Mexico, getting seriously sick, and the “scary people” who may harm me."
Honest Safety Advice for Traveling Alone as a Woman.html_P058,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.1005,Reflective / Neutral,Neutral,,"The reality is that while precautions for the other areas are needed, our perceptions are skewed by the media. Outside perspectives often simply reinforcing political doctrine or maintain societal norms."
Honest Safety Advice for Traveling Alone as a Woman.html_P059,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0416,Reflective / Neutral,Neutral,,"The map of the world according to mainstream media would have me think a broad swath of the world is untravelable, that the people in these countries I visit cultivate hate and will actively harm me."
Honest Safety Advice for Traveling Alone as a Woman.html_P060,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0287,Reflective / Neutral,Neutral,,"More than 95% of the world may not like the politics of the west. They may not like my religion. But they are not seeking ways to harm me. Or you. In fact, that 95% doesn’t really think about me at all. They raise their kids and work each day to put food on the table . . . just like in the U.S."
Honest Safety Advice for Traveling Alone as a Woman.html_P061,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Social Constraints,Patriarchal Gaze & Cultural Norms,0.4471,Vulnerability & Fear,Negative,gender inequality,"So in terms of harm, I don’t feel the religious or cultural based fears. Granted, there are regions I approach with caution because of the gender inequality issues, but the danger map of the world is far different in actuality than you might think, so I point you to this post for more on accurately assessing location-based fears."
Honest Safety Advice for Traveling Alone as a Woman.html_P062,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Physical Constraints,Accommodation & Property Security,0.1892,Reflective / Neutral,Neutral,stolen,"Don’t forget to book travel insurance for your trip—a great policy provides coverage in case of medical emergencies, lost or stolen gear, adventure sports riders, and more. I’ve used IMG Global for more than a decade highly recommend it!"
Honest Safety Advice for Traveling Alone as a Woman.html_P063,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Experiential Well-Being & Self-Leadership,Empowerment & Self-Efficacy,0.1252,Reflective / Neutral,Neutral,,"On Overcoming Travel Safety Fears, Solo or Otherwise"
Honest Safety Advice for Traveling Alone as a Woman.html_P064,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,True,Perceived Safety,Subjective Security vs. Vulnerability,0.1893,Vulnerability & Fear,Negative,fear,"Have enough fear to keep you present each moment of your travels, enough to keep you cautious, but not enough to stop you from traveling. Male or female, there is a basis for fear or we wouldn’t discuss this issue. Bad things can happen. But travel changed my life; it made me a better person, it opened opportunities in my life and facets of understanding I never knew I lacked. It bred compassion into the fiber of who I am as a citizen of this world."
Honest Safety Advice for Traveling Alone as a Woman.html_P065,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0567,Reflective / Neutral,Neutral,,"Safety and risks come down to time and place as much as anything. Each region, country, or moment of life comes with its own issues, risks, and fears. I take steps to accurately understand the risks of a place, and I act with my own safety in mind. Then I release the rest to chance, which is all any of us can do because risk is a part of life. Just as there are little risks, there are big risks, too. The biggest one for me being looking back on my 20s and 30s and thinking “what would my life look like if I had traveled young?”"
Honest Safety Advice for Traveling Alone as a Woman.html_P066,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.032,Reflective / Neutral,Neutral,,"There are many things I may look back and regret, but this will not be one of them. To close this out, and before mentioning the specific female travel tips, I will say, as I have many times, that I have found true kindness, friendship, and generosity in each corner of the world, in the mostly unlikely of people, and in countries other Americans assume are only filled with foes."
Honest Safety Advice for Traveling Alone as a Woman.html_P067,Honest Safety Advice for Traveling Alone as a Woman.html,Honest Safety Advice for Traveling Alone as a Woman,blog,False,General Travel Narrative,Descriptive / Contextual,0.0566,Vulnerability & Fear,Negative,,"People have gone out of their way to extend help when I needed it, times when I was at my most vulnerable—sick, lost, alone—and that common thread of generosity follows me around the world."
